,Run ID,Date,Time,Model Name,Model Author,Num Classes,Accuracy,Balanced Accuracy,AUC Score,Average Precision,F1 Score,Precision,Recall,Samples In Train,Samples In Test,Model Description,Column Predicted,Num Features Used,Data and Split Description,Normalized,Num Features Normalized,Feature Extraction,Was Untested Data Predicted,run,stain,num_dead,num_live,size
48,EmLbPN6lw3RXP,2019-07-23,17:06:46,random_forest_classification,Hamed,2,0.976,0.976,0.997,0.997,0.976,0.973,0.9790000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cdfr4bjcnrg_r1cdnuqex83dm_stain,True,12,False,True,r1cdfr4bjcnrg_r1cdnuqex83dm,True,30000.0,30000.0,372.9701448634191
49,5Ox5XGgrddvZ2,2019-07-23,20:09:54,random_forest_classification,Hamed,2,0.97,0.97,0.9940000000000001,0.993,0.97,0.9620000000000001,0.9790000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cdfr4bjcnrg_r1cdnuqex83dm_no_stain,True,9,False,True,r1cdfr4bjcnrg_r1cdnuqex83dm,False,30000.0,30000.0,350.6557897319981
50,EMBjBgg2B7op1,2019-07-23,17:07:30,random_forest_classification,Hamed,2,0.981,0.981,0.998,0.9990000000000001,0.981,0.982,0.98,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ccqf9jq2wvd_r1cctubuxvmvs_stain,True,12,False,True,r1ccqf9jq2wvd_r1cctubuxvmvs,True,30000.0,30000.0,396.33162998156956
51,6OWjJj5WaDOv3,2019-07-23,20:09:58,random_forest_classification,Hamed,2,0.978,0.978,0.997,0.996,0.978,0.973,0.983,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ccqf9jq2wvd_r1cctubuxvmvs_no_stain,True,9,False,True,r1ccqf9jq2wvd_r1cctubuxvmvs,False,30000.0,30000.0,381.67128256238203
52,azlJDdNxExpDm,2019-07-23,17:08:39,random_forest_classification,Hamed,2,0.992,0.992,1.0,0.9990000000000001,0.992,0.987,0.996,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbut3veu2z4_r1cc6efukqtxx_stain,True,12,False,True,r1cbut3veu2z4_r1cc6efukqtxx,True,30000.0,30000.0,482.83137373023004
53,QP7j9gPkROm3k,2019-07-23,20:10:00,random_forest_classification,Hamed,2,0.991,0.991,0.998,0.997,0.991,0.9840000000000001,0.998,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbut3veu2z4_r1cc6efukqtxx_no_stain,True,9,False,True,r1cbut3veu2z4_r1cc6efukqtxx,False,30000.0,30000.0,471.0530701645917
54,EajkpDldOR2Bx,2019-07-23,17:10:44,random_forest_classification,Hamed,2,0.99,0.99,0.9990000000000001,0.998,0.99,0.99,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cfkpuz2kr6c_r1cfpvk5hjkzb_stain,True,12,False,True,r1cfkpuz2kr6c_r1cfpvk5hjkzb,True,30000.0,30000.0,460.5170185988091
55,6OMLk5AqWZvlG,2019-07-23,20:10:18,random_forest_classification,Hamed,2,0.92,0.92,0.975,0.971,0.924,0.88,0.972,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cfkpuz2kr6c_r1cfpvk5hjkzb_no_stain,True,9,False,True,r1cfkpuz2kr6c_r1cfpvk5hjkzb,False,30000.0,30000.0,252.5728644308256
56,QPbyOypW5eP8o,2019-07-23,17:11:12,random_forest_classification,Hamed,2,0.995,0.983,0.9990000000000001,0.987,0.951,0.934,0.9690000000000001,25283,6321,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1dag7xpmgar9k_r1dakfqtk7hpzb_stain,True,12,False,True,r1dag7xpmgar9k_r1dakfqtk7hpzb,True,30000.0,1604.0,529.8317366548035
57,5ZpGrW7NkpQ6w,2019-07-23,19:13:14,random_forest_classification,Hamed,2,0.996,0.9890000000000001,0.998,0.987,0.965,0.9490000000000001,0.981,25283,6321,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1dag7xpmgar9k_r1dakfqtk7hpzb_no_stain,True,9,False,True,r1dag7xpmgar9k_r1dakfqtk7hpzb,False,30000.0,1604.0,552.1460917862245
58,Qj118MWNkDpOe,2019-07-23,17:12:06,random_forest_classification,Hamed,2,0.982,0.982,0.997,0.997,0.982,0.977,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cgbw8qkp6z4_r1cgjpjx5ve76_stain,True,12,False,True,r1cgbw8qkp6z4_r1cgjpjx5ve76,True,30000.0,30000.0,401.73835210859716
59,5Z5No2YeYopX2,2019-07-23,19:13:13,random_forest_classification,Hamed,2,0.9740000000000001,0.9740000000000001,0.9940000000000001,0.993,0.9740000000000001,0.96,0.9890000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cgbw8qkp6z4_r1cgjpjx5ve76_no_stain,True,9,False,True,r1cgbw8qkp6z4_r1cgjpjx5ve76,False,30000.0,30000.0,364.9658740960658
60,EA2JMDwZb3gM,2019-07-23,17:12:33,random_forest_classification,Hamed,2,0.99,0.99,0.998,0.998,0.99,0.986,0.9940000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cgbw7hjvxgx_r1cgjxrexhd4j_stain,True,12,False,True,r1cgbw7hjvxgx_r1cgjxrexhd4j,True,30000.0,30000.0,460.5170185988091
61,5ZO55oYOarkPy,2019-07-23,20:10:33,random_forest_classification,Hamed,2,0.986,0.986,0.996,0.993,0.986,0.976,0.996,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cgbw7hjvxgx_r1cgjxrexhd4j_no_stain,True,9,False,True,r1cgbw7hjvxgx_r1cgjxrexhd4j,False,30000.0,30000.0,426.8697949366878
62,5p8yPwgWxQQjY,2019-07-23,17:15:38,random_forest_classification,Hamed,2,0.987,0.987,0.998,0.998,0.988,0.986,0.9890000000000001,46961,11741,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c5va9wyf3mx_r1c63bjzu5ruy_stain,True,12,False,True,r1c5va9wyf3mx_r1c63bjzu5ruy,True,28702.0,30000.0,434.28059215205997
63,QgNzPoGpy3DeP,2019-07-23,20:10:40,random_forest_classification,Hamed,2,0.973,0.973,0.995,0.993,0.9740000000000001,0.9620000000000001,0.986,46961,11741,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c5va9wyf3mx_r1c63bjzu5ruy_no_stain,True,9,False,True,r1c5va9wyf3mx_r1c63bjzu5ruy,False,28702.0,30000.0,361.19184129778074
64,EWlA1o5gWMAR1,2019-07-23,17:15:39,random_forest_classification,Hamed,2,0.9640000000000001,0.96,0.992,0.9670000000000001,0.893,0.84,0.9540000000000001,22260,5566,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c5vad8u7ve2_r1c66q7cru28u_stain,True,12,False,True,r1c5vad8u7ve2_r1c66q7cru28u,True,23491.0,4335.0,332.4236340526029
65,Qj7MgJP3kJj1P,2019-07-23,20:10:56,random_forest_classification,Hamed,2,0.955,0.9440000000000001,0.986,0.948,0.865,0.81,0.9279999999999999,22260,5566,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c5vad8u7ve2_r1c66q7cru28u_no_stain,True,9,False,True,r1c5vad8u7ve2_r1c66q7cru28u,False,23491.0,4335.0,310.1092789211816
66,am1WbNQLW3A86,2019-07-23,17:16:38,random_forest_classification,Hamed,2,0.981,0.981,0.997,0.996,0.981,0.968,0.995,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c7cpu9nj2bu_r1c7fg23qkzph_stain,True,12,False,True,r1c7cpu9nj2bu_r1c7fg23qkzph,True,30000.0,30000.0,396.33162998156956
67,5DVZW7RZqDZY,2019-07-23,20:11:24,random_forest_classification,Hamed,2,0.976,0.976,0.995,0.993,0.977,0.961,0.993,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c7cpu9nj2bu_r1c7fg23qkzph_no_stain,True,9,False,True,r1c7cpu9nj2bu_r1c7fg23qkzph,False,30000.0,30000.0,372.9701448634191
68,Q6aPVMz9L88X1,2019-07-23,17:17:45,random_forest_classification,Hamed,2,0.99,0.99,0.9990000000000001,0.9990000000000001,0.99,0.986,0.9940000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cyey8rzxq269_r1cysrdt3pvt5n_stain,True,12,False,True,r1cyey8rzxq269_r1cysrdt3pvt5n,True,30000.0,30000.0,460.5170185988091
69,aLEGgpd1mvWZL,2019-07-23,20:11:47,random_forest_classification,Hamed,2,0.988,0.988,0.997,0.996,0.9890000000000001,0.981,0.996,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cyey8rzxq269_r1cysrdt3pvt5n_no_stain,True,9,False,True,r1cyey8rzxq269_r1cysrdt3pvt5n,False,30000.0,30000.0,442.2848629194136
70,EQEvgZgQydgrP,2019-07-23,17:20:22,random_forest_classification,Hamed,2,0.9840000000000001,0.9840000000000001,0.9990000000000001,0.9990000000000001,0.9840000000000001,0.988,0.9790000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ccqfbz332u8_r1cctaf8r32rc_stain,True,12,False,True,r1ccqfbz332u8_r1cctaf8r32rc,True,30000.0,30000.0,413.5166556742361
71,62gWweWVOa1oY,2019-07-23,20:13:54,random_forest_classification,Hamed,2,0.9740000000000001,0.9740000000000001,0.996,0.996,0.975,0.9690000000000001,0.981,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ccqfbz332u8_r1cctaf8r32rc_no_stain,True,9,False,True,r1ccqfbz332u8_r1cctaf8r32rc,False,30000.0,30000.0,364.9658740960658
72,QMzBBQ81ZM769,2019-07-23,17:21:10,random_forest_classification,Hamed,2,0.9670000000000001,0.9670000000000001,0.992,0.9890000000000001,0.9670000000000001,0.95,0.985,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c8yx25rrtag_r1c96v2w8x5pq_stain,True,12,False,True,r1c8yx25rrtag_r1c96v2w8x5pq,True,30000.0,30000.0,341.1247717515659
73,5V2xOykYd332G,2019-07-23,19:13:38,random_forest_classification,Hamed,2,0.9640000000000001,0.9640000000000001,0.99,0.986,0.965,0.9470000000000001,0.9840000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c8yx25rrtag_r1c96v2w8x5pq_no_stain,True,9,False,True,r1c8yx25rrtag_r1c96v2w8x5pq,False,30000.0,30000.0,332.4236340526029
74,age52mzJdVDgB,2019-07-23,17:22:16,random_forest_classification,Hamed,2,0.982,0.982,0.9990000000000001,0.9990000000000001,0.982,0.986,0.9790000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cctw7qh3777_r1ccwxr4t3wb6_stain,True,12,False,True,r1cctw7qh3777_r1ccwxr4t3wb6,True,30000.0,30000.0,401.73835210859716
75,ER5D5OqQbV7xy,2019-07-23,20:14:12,random_forest_classification,Hamed,2,0.975,0.975,0.995,0.9940000000000001,0.975,0.973,0.978,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cctw7qh3777_r1ccwxr4t3wb6_no_stain,True,9,False,True,r1cctw7qh3777_r1ccwxr4t3wb6,False,30000.0,30000.0,368.88794541139356
76,QORwy17JrbPbe,2019-07-23,17:23:04,random_forest_classification,Hamed,2,0.976,0.976,0.995,0.9940000000000001,0.976,0.97,0.982,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cckyfwfae4d_r1ccq83ggacxc_stain,True,12,False,True,r1cckyfwfae4d_r1ccq83ggacxc,True,30000.0,30000.0,372.9701448634191
77,Qgd2yD2Z3peXq,2019-07-23,19:13:35,random_forest_classification,Hamed,2,0.975,0.975,0.995,0.993,0.975,0.966,0.985,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cckyfwfae4d_r1ccq83ggacxc_no_stain,True,9,False,True,r1cckyfwfae4d_r1ccq83ggacxc,False,30000.0,30000.0,368.88794541139356
78,5OeMAgwkJylPy,2019-07-23,17:25:05,random_forest_classification,Hamed,2,0.993,0.992,0.998,0.9940000000000001,0.9590000000000001,0.93,0.99,26100,6525,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ce3p3p7j77n_r1ceevbnsqku2_stain,True,12,False,True,r1ce3p3p7j77n_r1ceevbnsqku2,True,30000.0,2625.0,496.18451299268224
79,EpEgexGdoLaEA,2019-07-23,19:13:20,random_forest_classification,Hamed,2,0.9940000000000001,0.991,0.998,0.995,0.961,0.935,0.9890000000000001,26100,6525,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ce3p3p7j77n_r1ceevbnsqku2_no_stain,True,9,False,True,r1ce3p3p7j77n_r1ceevbnsqku2,False,30000.0,2625.0,511.59958097541
80,5Ma9YQ51bzbeY,2019-07-23,17:25:44,random_forest_classification,Hamed,2,0.992,0.99,0.9990000000000001,0.997,0.982,0.977,0.986,30808,7703,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cwvvwryt3q49_r1cx4ux3zcdt4w_stain,True,12,False,True,r1cwvvwryt3q49_r1cx4ux3zcdt4w,True,30000.0,8511.0,482.83137373023004
81,Q9687mMAOl9J1,2019-07-23,20:15:23,random_forest_classification,Hamed,2,0.992,0.99,0.9990000000000001,0.995,0.982,0.9790000000000001,0.985,30808,7703,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cwvvwryt3q49_r1cx4ux3zcdt4w_no_stain,True,9,False,True,r1cwvvwryt3q49_r1cx4ux3zcdt4w,False,30000.0,8511.0,482.83137373023004
82,QoYqMM5ye96wr,2019-07-23,17:26:54,random_forest_classification,Hamed,2,0.9740000000000001,0.9740000000000001,0.996,0.995,0.975,0.9690000000000001,0.98,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ceuhrtvgyvd_r1cf6kx2a233e_stain,True,12,False,True,r1ceuhrtvgyvd_r1cf6kx2a233e,True,30000.0,30000.0,364.9658740960658
83,5ovDeyXl61dlw,2019-07-23,20:15:59,random_forest_classification,Hamed,2,0.968,0.968,0.993,0.99,0.9690000000000001,0.96,0.978,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ceuhrtvgyvd_r1cf6kx2a233e_no_stain,True,9,False,True,r1ceuhrtvgyvd_r1cf6kx2a233e,False,30000.0,30000.0,344.201937618241
84,EYpgykMmxMoPy,2019-07-23,17:27:03,random_forest_classification,Hamed,2,0.983,0.983,0.997,0.996,0.983,0.977,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cgbw55mdzsa_r1cgp2v2jqn9h_stain,True,12,False,True,r1cgbw55mdzsa_r1cgp2v2jqn9h,True,30000.0,30000.0,407.45419349259197
85,5oPYWMRG16yj2,2019-07-23,20:16:10,random_forest_classification,Hamed,2,0.972,0.972,0.993,0.991,0.973,0.956,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cgbw55mdzsa_r1cgp2v2jqn9h_no_stain,True,9,False,True,r1cgbw55mdzsa_r1cgp2v2jqn9h,False,30000.0,30000.0,357.5550768806932
86,QMyXOWe9eZpY9,2019-07-23,17:28:24,random_forest_classification,Hamed,2,0.986,0.986,0.998,0.998,0.986,0.98,0.992,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cgbw6bqmemz_r1cgnt4s2c5ty_stain,True,12,False,True,r1cgbw6bqmemz_r1cgnt4s2c5ty,True,30000.0,30000.0,426.8697949366878
87,QEMgolrLrX1L9,2019-07-23,20:16:14,random_forest_classification,Hamed,2,0.982,0.982,0.995,0.993,0.982,0.972,0.992,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cgbw6bqmemz_r1cgnt4s2c5ty_no_stain,True,9,False,True,r1cgbw6bqmemz_r1cgnt4s2c5ty,False,30000.0,30000.0,401.73835210859716
88,6q8w2RBA72axY,2019-07-23,17:29:13,random_forest_classification,Hamed,2,0.9840000000000001,0.9840000000000001,0.998,0.998,0.9840000000000001,0.976,0.992,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbut2pdjtwv_r1cc6qzwcd4hx_stain,True,12,False,True,r1cbut2pdjtwv_r1cc6qzwcd4hx,True,30000.0,30000.0,413.5166556742361
89,a9dD735WkXvb,2019-07-23,19:14:03,random_forest_classification,Hamed,2,0.981,0.981,0.995,0.993,0.981,0.968,0.995,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbut2pdjtwv_r1cc6qzwcd4hx_no_stain,True,9,False,True,r1cbut2pdjtwv_r1cc6qzwcd4hx,False,30000.0,30000.0,396.33162998156956
90,aYyBm8NGVeYNb,2019-07-23,17:32:22,random_forest_classification,Hamed,2,0.99,0.99,0.9990000000000001,0.9990000000000001,0.9890000000000001,0.99,0.988,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c5vaeb8vbt9_r1c66mfpj7guh_stain,True,12,False,True,r1c5vaeb8vbt9_r1c66mfpj7guh,True,30000.0,30000.0,460.5170185988091
91,Eaz7evMgzzQ1y,2019-07-23,20:16:45,random_forest_classification,Hamed,2,0.97,0.97,0.9940000000000001,0.992,0.97,0.951,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c5vaeb8vbt9_r1c66mfpj7guh_no_stain,True,9,False,True,r1c5vaeb8vbt9_r1c66mfpj7guh,False,30000.0,30000.0,350.6557897319981
92,6bNPWx2lgNVBl,2019-07-23,17:32:24,random_forest_classification,Hamed,2,0.98,0.98,0.997,0.996,0.98,0.9740000000000001,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cfkptta6kuc_r1cfq4k72rwba_stain,True,12,False,True,r1cfkptta6kuc_r1cfq4k72rwba,True,30000.0,30000.0,391.2023005428145
93,aYma2pPbbYVpB,2019-07-23,20:16:45,random_forest_classification,Hamed,2,0.9620000000000001,0.9620000000000001,0.986,0.9790000000000001,0.963,0.9390000000000001,0.988,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cfkptta6kuc_r1cfq4k72rwba_no_stain,True,9,False,True,r1cfkptta6kuc_r1cfq4k72rwba,False,30000.0,30000.0,327.01691192557536
94,EplaZ62xDw62J,2019-07-23,17:33:13,random_forest_classification,Hamed,2,0.987,0.987,0.9990000000000001,0.9990000000000001,0.987,0.988,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cckyeq9r358_r1ccqgmy5ffcd_stain,True,12,False,True,r1cckyeq9r358_r1ccqgmy5ffcd,True,30000.0,30000.0,434.28059215205997
95,EeZYRBezLv6Yy,2019-07-23,20:17:24,random_forest_classification,Hamed,2,0.98,0.98,0.997,0.996,0.98,0.973,0.988,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cckyeq9r358_r1ccqgmy5ffcd_no_stain,True,9,False,True,r1cckyeq9r358_r1ccqgmy5ffcd,False,30000.0,30000.0,391.2023005428145
96,Qg8NX2AqL7LrP,2019-07-23,17:33:18,random_forest_classification,Hamed,2,0.97,0.97,0.993,0.9890000000000001,0.971,0.958,0.9840000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ceuhu9enre5_r1cf33y4j6dyg_stain,True,12,False,True,r1ceuhu9enre5_r1cf33y4j6dyg,True,30000.0,30000.0,350.6557897319981
